"";"title";"year";"length";"budget";"rating";"votes"
"1514";"Fighting Temptations, The";2003;123;NA;5,2;1013
"1515";"Fille sur le pont, La";1999;90;NA;7,4;2283
"1516";"Filth and the Fury, The";2000;108;NA;7,4;1172
"1517";"Final";2001;111;80000;5,2;330
"1518";"Final Curtain, The";2002;84;NA;5,4;86
"1519";"Final Cut";1998;93;NA;5,9;389
"1520";"Final Cut, The";2004;105;NA;6,2;1840
"1521";"Final Destination";2000;98;23000000;6,6;16504
"1522";"Final Destination 2";2003;90;26000000;6,3;8481
"1523";"Final Fantasy: The Spirits Within";2001;106;137000000;6,5;16451
"1524";"Final Solution";2001;110;1500000;7;32
"1525";"Final Vendetta";1996;95;NA;4,7;85
"1526";"Final Voyage";1999;93;NA;3,1;204
"1527";"Finder's Fee";2001;100;NA;5,9;330
"1528";"Finding Forrester";2000;136;43000000;7,3;13439
"1529";"Finding Graceland";1998;106;10000000;6,6;504
"1530";"Finding Home";2003;124;NA;5,3;26
"1531";"Finding Kelly";2000;88;NA;4,3;61
"1532";"Finding Neverland";2004;106;NA;8,1;17715
"1533";"Finestra di fronte, La";2003;106;NA;7,6;1225
"1534";"Fire Down Below";1997;105;NA;4,3;2258
"1535";"Fire Over Afghanistan";2003;92;155000;4,5;67
"1536";"Firelight";1997;103;NA;6,9;705
"1537";"Firestorm";1998;89;19000000;4,4;987
"1538";"Firetrap";2001;97;NA;5,1;183
"1539";"Firm, The";1993;154;42000000;6,6;14708
"1540";"First $20 Million Is Always the Hardest, The";2002;105;NA;5,2;563
"1541";"First 9 1/2 Weeks, The";1998;100;NA;3,5;130
"1542";"First Kid";1996;101;NA;4,9;1043
"1543";"First Knight";1995;134;75000000;5,6;8708
"1544";"First Love, Last Rites";1997;94;300000;5;147
"1545";"First to Go, The";1997;90;NA;5,4;119
"1546";"Fish Don't Blink";2002;100;NA;2,7;22
"1547";"Fish Out of Water";1999;95;NA;4,1;27
"1548";"Fish Without a Bicycle";2003;97;NA;4,5;39
"1549";"Fish in the Bathtub, A";1999;96;NA;5,7;68
"1550";"Fists of Iron";1995;94;NA;3,7;34
"1551";"Five Aces";1999;95;NA;4,4;172
"1552";"Five Senses, The";1999;106;NA;6,9;1201
"1553";"Flareup";1969;100;NA;4,7;34
"1554";"Flashfire";1993;88;NA;3,9;82
"1555";"Flawless";1999;112;27000000;6,1;3287
"1556";"Fled";1996;105;NA;5;1943
"1557";"Flesh for the Beast";2003;85;NA;3,8;136
"1558";"Fleur du mal, La";2003;101;NA;6,5;501
"1559";"Flight of Fancy";2000;96;NA;5,2;45
"1560";"Flight of the Dove, The";1994;87;NA;4,3;95
"1561";"Flight of the Phoenix";2004;113;45000000;6;2732
"1562";"Flintstones in Viva Rock Vegas, The";2000;90;58000000;3,7;1712
"1563";"Flipping";1997;98;NA;4,5;54
"1564";"Flor de mi secreto, La";1995;103;NA;7,1;1163
"1565";"Flossin";2001;81;86000;7,9;7
"1566";"Floundering";1994;96;NA;5,3;425
"1567";"Flubber";1997;90;NA;4,6;5102
"1568";"Fluke";1995;96;NA;6;709
"1569";"Fly Away Home";1996;110;NA;6,9;3027
"1570";"Flying Virus";2001;95;NA;3,5;179
"1571";"Flypaper";1997;108;NA;4,8;210
"1572";"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The";2003;107;NA;8,4;3416
"1573";"Follow Your Heart";1998;115;NA;5,8;29
"1574";"Following";1998;69;6000;7,6;3197
"1575";"Fond Kiss..., Ae";2004;104;NA;7,3;740
"1576";"Fong Sai-Yuk";1993;100;NA;7;1337
"1577";"Fong Shi Yu II: Wan fu mo di";1993;95;NA;6,8;691
"1578";"Food of Love";2002;112;NA;6,4;262
"1579";"Foolish";1999;97;NA;3;133
"1580";"Foolproof";2003;94;NA;6,6;845
"1581";"Fools Rush In";1997;109;NA;5,8;5225
"1582";"For Hire";1997;96;NA;4,8;94
"1583";"For Love of the Game";1999;137;50000000;6,1;5782
"1584";"For Richer or Poorer";1997;115;NA;5,3;1710
"1585";"For a Few Lousy Dollars";1996;88;NA;5,1;59
"1586";"For da Love of Money";2002;97;NA;2,9;60
"1587";"For the Cause";2000;91;NA;2,8;183
"1588";"Forbidden Games";1995;89;NA;4,6;69
"1589";"Forbidden Sins";1998;95;NA;4,2;119
"1590";"Forces of Nature";1999;105;NA;5,3;7285
"1591";"Foreign Affair, A";2003;94;NA;6,3;234
"1592";"Foreign Correspondents";1999;102;500000;7,6;117
"1593";"Foreigner, The";2003;96;20000000;3,1;904
"1594";"Forever Fever";1998;95;NA;6,6;244
"1595";"Forever Lulu";2000;99;20000000;5,5;257
"1596";"Forever Mine";1999;113;NA;5,1;484
"1597";"Forget Paris";1995;101;NA;6,2;2874
"1598";"Forgive Me Father";2001;138;NA;3,9;35
"1599";"Forgotten, The";2004;94;42000000;5,8;8234
"1600";"Forrest Gump";1994;142;55000000;8,2;89722
"1601";"Forsaken, The";2001;90;5000000;5,1;1928
"1602";"Fortress 2";1999;92;11000000;4,2;1027
"1603";"Four Days";1999;92;NA;5,1;92
"1604";"Four Dogs Playing Poker";2000;97;NA;5,7;496
"1605";"Four Feathers, The";2002;125;80000000;6,2;4400
"1606";"Four Rooms";1995;98;4000000;6;10675
"1607";"Four Weddings and a Funeral";1994;117;6000000;7,2;17820
"1608";"Fourth Angel, The";2001;95;NA;5,4;597
"1609";"Foxfire";1996;102;NA;5,6;1558
"1610";"Frailty";2001;100;11000000;7,4;10551
"1611";"Frank and Ollie";1995;90;NA;7,8;50
"1612";"Frankenfish";2004;84;3000000;4,6;309
"1613";"Frankenstein";1994;123;45000000;6;6941
"1614";"Frankenstein Must Be Destroyed";1969;101;NA;6,3;307
"1615";"Frankenstein and Me";1996;91;NA;4,9;83
"1616";"Frankie Starlight";1995;100;NA;6,6;323
"1617";"Frankie and Johnny Are Married";2004;95;NA;6;46
"1618";"Freak Talks About Sex";1999;90;NA;5,6;249
"1619";"Freaky Friday";2003;97;26000000;6,9;8052
"1620";"Freddy Got Fingered";2001;87;15000000;3,5;9115
"1621";"Freddy Vs. Jason";2003;97;25000000;6,1;11109
"1622";"Freddy's Dead: The Final Nightmare";1991;93;5000000;4,3;3618
"1623";"Free Enterprise";1998;116;NA;6,5;1119
"1624";"Free Money";1998;91;30000000;4,7;619
"1625";"Free Willy 2: The Adventure Home";1995;95;NA;4,3;1544
"1626";"Free Willy 3: The Rescue";1997;86;NA;4;641
"1627";"Freedom Strike";1998;93;NA;3,3;106
"1628";"Freeway";1996;102;3000000;6,5;4961
"1629";"Freeway II: Confessions of a Trickbaby";1999;90;2000000;4,6;666
"1630";"Freeze Frame";2004;99;2000000;5,8;189
"1631";"French Exit";1995;92;NA;4,6;50
"1632";"French Kiss";1995;111;NA;6,2;7653
"1633";"Frequency";2000;118;31000000;7,4;15317
"1634";"Fresa y chocolate";1994;108;NA;7,3;1022
"1635";"Frida";2002;123;12000000;7,5;8614
"1636";"Friday";1995;91;3500000;6,7;7020
"1637";"Friday After Next";2002;85;20000000;4,9;1659
"1638";"Friday Night Date, A";2000;96;NA;2,3;283
"1639";"Friday Night Lights";2004;117;30000000;7;4290
"1640";"Friend of the Family";1995;103;NA;4,8;170
"1641";"Friends & Lovers";1999;103;NA;3,9;397
"1642";"Frightening, The";2002;85;NA;3,4;112
"1643";"Frogmen Operation Stormbringer";2002;90;NA;3,1;60
"1644";"Frogs for Snakes";1998;108;NA;3,8;121
"1645";"From Dusk Till Dawn";1996;108;20000000;6,8;28473
"1646";"From Hell";2001;122;35000000;6,8;17292
"1647";"From Justin to Kelly";2003;90;12000000;1,7;6517
"1648";"Frost: Portrait of a Vampire";2001;92;NA;2,5;118
"1649";"Frostbite";2005;83;2400000;2,8;201
"1650";"Fubar";2002;76;NA;7,1;617
"1651";"Fuk sing go jiu";1985;96;NA;6,1;344
"1652";"Full Clip";2004;95;500000;4,1;72
"1653";"Full Frontal";2002;101;2000000;5;3056
"1654";"Full Monty, The";1997;91;3500000;7,2;22115
"1655";"Full Tilt Boogie";1997;97;NA;5,8;577
"1656";"Fun in Acapulco";1963;97;NA;5,1;347
"1657";"Funeral, The";1996;99;NA;6,1;1586
"1658";"Funny Bones";1995;128;NA;6,7;1171
"1659";"Funny Man";1994;90;NA;3,9;125
"1660";"Further Gesture, A";1997;96;NA;4,8;128
"1661";"Future Murder";2000;92;NA;6,4;51
"1662";"G";2002;96;NA;7,9;15
"1663";"G-Men from Hell";2000;98;NA;4,7;93
"1664";"G.I. Blues";1960;104;NA;5,4;426
"1665";"G.O.D.";2001;91;NA;4,2;38
"1666";"Gabriela";2001;93;NA;7,4;861
"1667";"Galaxies Are Colliding";1992;93;NA;4;61
"1668";"Galaxy Quest";1999;102;45000000;7,2;22341
"1669";"Galgameth";1996;110;NA;6,4;31
"1670";"Gambler, The";1997;97;NA;6,4;99
"1671";"Game Day";1999;106;NA;4,7;83
"1672";"Game Over: Kasparov and the Machine";2003;90;NA;6,7;95
"1673";"Game of Their Lives, The";2005;101;20000000;6,4;125
"1674";"Game, The";1997;128;50000000;7,6;28099
"1675";"Gang Tapes";2001;91;NA;5,7;194
"1676";"Gang That Couldn't Shoot Straight, The";1971;96;NA;4,8;204
"1677";"Gang in Blue";1996;97;NA;5,3;151
"1678";"Gang of Roses";2003;94;NA;2,6;87
"1679";"Gangland";2000;82;NA;2,8;121
"1680";"Gangs of New York";2002;166;97000000;7,3;34808
"1681";"Gangster No. 1";2000;103;NA;6,5;1730
"1682";"Garage Days";2002;106;6000000;5,6;597
"1683";"Garden State";2004;109;2500000;8,1;23814
"1684";"Garfield";2004;80;50000000;4,8;4775
"1685";"Gas-s-s-s";1971;79;NA;3,4;130
"1686";"Gatekeeper, The";2002;103;NA;6,4;84
"1687";"Gattaca";1997;101;36000000;7,6;26071
"1688";"Gatto nel cervello, Un";1990;93;100000;5,6;237
"1689";"Gaudi Afternoon";2001;93;NA;6,4;423
"1690";"Gazon maudit";1995;104;NA;6,5;1019
"1691";"Gei ba ba de xin";1995;104;NA;6,5;870
"1692";"Gekko no sasayaki";1999;100;NA;7,4;130
"1693";"General's Daughter, The";1999;116;60000000;6,1;11128
"1694";"General, The";1998;124;NA;7,1;1598
"1695";"Gentleman's Bet";1995;90;NA;5,8;29
"1696";"Gentleman's Game, A";2001;112;NA;6,4;197
"1697";"George of the Jungle";1997;92;55000000;5,5;6430
"1698";"Georgia";1995;115;NA;6,1;809
"1699";"Gerry";2002;105;3500000;6;1944
"1700";"Geschichte vom weinenden Kamel, Die";2003;90;NA;7,4;855
"1701";"Get Bruce";1999;82;NA;5,5;222
"1702";"Get Carter";2000;104;40000000;4,7;4927
"1703";"Get Over It";2001;87;10000000;5,7;3561
"1704";"Get Shorty";1995;105;30250000;7;14825
"1705";"Get Well Soon";2001;95;NA;5;257
"1706";"Get on the Bus";1996;120;2400000;6,6;1142
"1707";"Getaway, The";1994;116;NA;5,5;3111
"1708";"Getting Away with Murder";1996;91;NA;3,9;255
"1709";"Geung si sin sang";1985;96;NA;7,6;396
"1710";"Ghost Club, The";2003;85;NA;2,5;35
"1711";"Ghost Dog: The Way of the Samurai";1999;116;NA;7,5;13542
"1712";"Ghost Rock";2003;101;NA;3,4;97
"1713";"Ghost Ship";2002;91;35000000;5,3;8399
"1714";"Ghost World";2000;111;7000000;7,8;17976
"1715";"Ghost and the Darkness, The";1996;109;55000000;6,4;8360
"1716";"Ghost of the Needle";2003;86;NA;6,6;69
"1717";"GhostWatcher";2002;94;NA;4,1;183
"1718";"Ghosts of Edendale, The";2003;90;NA;4,7;154
"1719";"Ghosts of Mars";2001;98;28000000;4,6;6368
"1720";"Ghosts of the Abyss";2003;43;13000000;6,6;664
"1721";"Ghouls, The";2003;81;9000;6,1;43
"1722";"Gift, The";2000;111;10000000;6,8;12440
"1723";"Gigli";2003;121;54000000;2,3;11285
"1724";"Ging chaat goo si juk jaap";1988;92;NA;7;842
"1725";"Ginger Snaps Back: The Beginning";2004;94;NA;6;610
"1726";"Ginger Snaps: Unleashed";2004;94;3500000;6,6;1118
"1727";"Gingerbread Man, The";1998;114;25000000;5,7;2806
"1728";"Girl 6";1996;108;12000000;5;1453
"1729";"Girl Fever";2002;98;NA;4,7;434
"1730";"Girl Gets Moe, The";1997;102;NA;4,5;60
"1731";"Girl Next Door, The";2004;110;NA;6,8;10452
"1732";"Girl for Girl";2000;91;NA;3,5;35
"1733";"Girl in the Cadillac";1995;89;NA;4,5;60
"1734";"Girl with a Pearl Earring";2003;100;NA;7,3;6391
"1735";"Girl, Interrupted";1999;127;24000000;7;16362
"1736";"Girlfight";2000;110;NA;7;2418
"1737";"Girls Town";1996;90;NA;5,9;283
"1738";"Girls! Girls! Girls!";1962;106;NA;4,6;320
"1739";"Giving It Up";1999;90;NA;4;111
"1740";"Giving Tree, The";2000;89;NA;4,5;145
"1741";"Gladiator";2000;155;103000000;8;92495
"1742";"Gladiator Cop";1995;92;NA;2,7;88
"1743";"Glam";2001;92;NA;2,8;65
"1744";"Glimmer Man, The";1996;88;NA;4,8;2606
"1745";"Glitter";2001;104;22000000;2,1;5209
"1746";"Global Effect";2002;92;NA;5,2;54
"1747";"Global Heresy";2002;106;12000000;5,7;373
"1748";"Gloria";1999;108;30000000;4,9;1144
"1749";"Go";1999;103;6500000;7,4;20663
"1750";"Go Fish";1994;84;15000;5,8;621
"1751";"Go Now";1995;81;NA;7,2;362
"1752";"Go Tigers!";2001;103;NA;7,7;353
"1753";"Go for Broke";2002;85;NA;4,8;29
"1754";"Goat on Fire and Smiling Fish";1999;90;40000;6,3;254
"1755";"God Said, 'Ha!'";1998;85;NA;7,2;286
"1756";"God's Army";2000;108;300000;6,4;354
"1757";"God, Sex & Apple Pie";1998;97;NA;4,1;125
"1758";"Godmoney";1997;99;NA;5,1;73
"1759";"Gods and Generals";2003;209;56000000;5,7;3002
"1760";"Gods and Monsters";1998;105;3500000;7,6;9020
"1761";"Godsend";2004;102;NA;4,8;3981
"1762";"Godson, The";1998;100;NA;2,8;397
"1763";"Going All the Way";1997;103;NA;5,5;572
"1764";"Going Greek";2001;90;198000;4,8;261
"1765";"Going Upriver: The Long War of John Kerry";2004;87;NA;7,8;487
"1766";"Going the Distance";2004;93;NA;5,3;183
"1767";"Gojira VS Mekagojira";1993;105;NA;6,3;251
"1768";"Gojira ni-sen mireniamu";1999;99;1000000;5,6;1150
"1769";"Gojira tai Mekagojira";2002;88;NA;6,6;189
"1770";"Gold Diggers: The Secret of Bear Mountain";1995;94;NA;5,4;570
"1771";"Golden Bowl, The";2000;130;15000000;6;1145
"1772";"GoldenEye";1995;130;80000000;6,8;22991
"1773";"Golfballs!";1999;82;NA;3,8;75
"1774";"Gone Fishin'";1997;94;53000000;3,8;1884
"1775";"Gone in Sixty Seconds";2000;117;90000000;5,7;25400
"1776";"Gong fu";2004;99;20000000;7,9;5299
"1777";"Good Advice";2001;93;NA;6,1;1296
"1778";"Good Boy!";2003;88;18000000;4,7;683
"1779";"Good Burger";1997;103;9000000;4;1714
"1780";"Good Bye Lenin!";2003;121;NA;7,8;9334
"1781";"Good Girl, The";2002;93;5000000;6,9;8254
"1782";"Good Housekeeping";2000;90;NA;6,3;42
"1783";"Good Night to Die, A";2003;100;NA;4,8;152
"1784";"Good Will Hunting";1997;126;10000000;7,8;60858
"1785";"Goodbye America";1997;116;NA;5;117
"1786";"Goodbye Lover";1998;102;NA;5,4;1122
"1787";"Gosford Park";2001;137;15000000;7,3;16831
"1788";"Gospa";1995;125;NA;5,7;69
"1789";"Gospel of John, The";2003;180;NA;7,1;366
"1790";"Gothika";2003;98;40000000;5,8;10524
"1791";"Goya en Burdeos";1999;106;NA;6,4;474
"1792";"Grace of My Heart";1996;116;5000000;6,5;982
"1793";"Gran vida, La";2000;109;NA;6,5;273
"1794";"Grand Theft Parsons";2003;88;NA;5,9;365
"1795";"Grande bouffe, La";1973;135;NA;7,1;1096
"1796";"Granny, The";1995;85;1000000;4,2;142
"1797";"Grass";1999;80;NA;7,2;624
"1798";"Grass Harp, The";1995;107;NA;6,4;419
"1799";"Grateful Dawg";2000;81;NA;7,1;115
"1800";"Grave, The";1996;90;4000000;5,6;303
"1801";"Gravesend";1997;85;65000;5;111
"1802";"Great Expectations";1998;111;NA;6,4;8139
"1803";"Great White Hope, The";1970;103;6000000;6,9;369
"1804";"Green Dragon";2001;115;NA;6,1;249
"1805";"Green Mile, The";1999;188;60000000;8,1;60142
"1806";"Greenskeeper, The";2002;90;80000;4,7;38
"1807";"Grey Owl";1999;118;30000000;5,7;629
"1808";"Grey Zone, The";2001;108;5000000;7,3;1553
"1809";"Grey, The";2004;86;NA;8,8;6
"1810";"Grim";1995;86;1000000;1,6;228
"1811";"Grind";2003;105;NA;4,5;1244
"1812";"Grizzly Falls";1999;94;NA;5,1;112
"1813";"Groomsmen, The";2001;89;NA;5,5;108
"1814";"Groove";2000;86;500000;6;1171
"1815";"Grosse Pointe Blank";1997;107;15000000;7,4;20400
"1816";"Grosse fatigue";1994;92;NA;6,5;417
"1817";"Grotesque, The";1995;99;NA;5,2;172
"1818";"Ground Control";1998;93;NA;6;376
"1819";"Groundhog Day";1993;101;NA;8;44819
"1820";"Grudge, The";2004;92;10000000;5,9;11441
"1821";"Grumpier Old Men";1995;101;25000000;6,2;3711
"1822";"Guarded Secrets";1997;91;NA;1,7;19
"1823";"Guardian, The";1999;100;NA;3,1;11
"1824";"Guess Who";2005;106;NA;4,9;1355
"1825";"Guest House Paradiso";1999;89;NA;5,1;1491
"1826";"Gui da gui";1980;102;NA;7,4;208
"1827";"Guilty, The";2000;112;NA;6,3;752
"1828";"Guinevere";1999;104;2600000;6,3;804
"1829";"Gummo";1997;89;NA;5,6;3177
"1830";"Gun Shy";2000;101;10000000;5,4;1701
"1831";"Gunfighter";1998;98;NA;3,5;95
"1832";"Gunfighter's Moon";1995;100;NA;6,1;128
"1833";"Gunner Palace";2004;85;NA;6,4;203
"1834";"Guru, The";2002;94;11000000;5,9;3505
"1835";"Guy";1997;91;NA;7;118
"1836";"Guy Thing, A";2003;101;20000000;5,3;2885
"1837";"Guys, The";2002;85;NA;6,4;281
"1838";"Guyver, The";1991;92;NA;3,7;507
"1839";"Gypsy 83";2001;94;NA;6,6;187
"1840";"Hable con ella";2002;112;NA;8,1;12609
"1841";"Hackers";1995;107;NA;5,8;10520
"1842";"Haiku Tunnel";2001;88;NA;5,9;624
"1843";"Hair Show";2004;105;NA;2,6;33
"1844";"Hairshirt";1998;89;65000;4,2;242
"1845";"Hak hap";1996;102;NA;5,7;2115
"1846";"Half Baked";1998;73;NA;6,1;6119
"1847";"Half Past Dead";2002;98;30000000;3,9;2099
"1848";"Halloween H20: 20 Years Later";1998;85;17000000;5,3;8153
"1849";"Halloween: Resurrection";2002;89;15000000;4,3;4323
"1850";"Halloween: The Curse of Michael Myers";1995;88;5000000;4,2;2662
"1851";"Handcart";2002;110;NA;4,6;24
"1852";"Hanging Garden, The";1997;91;NA;7,2;1018
"1853";"Hanging Up";2000;94;40000000;4,4;3129
"1854";"Hangman's Curse";2003;106;2000000;4,9;405
"1855";"Hannibal";2001;133;87000000;6,2;28876
"1856";"Hansel & Gretel";2002;89;NA;4,7;97
"1857";"Happy Accidents";2000;110;NA;7,3;1440
"1858";"Happy Campers";2001;94;NA;5,4;543
"1859";"Happy Gilmore";1996;92;10000000;6,8;17746
"1860";"Happy, Texas";1999;98;1700000;6,4;3453
"1861";"Hard";1998;102;NA;4,3;67
"1862";"Hard Ball";2001;109;21000000;6;3083
"1863";"Hard Bounty";1995;88;NA;3,6;94
"1864";"Hard Core Logo";1996;92;NA;7,1;630
"1865";"Hard Evidence";1995;100;NA;4,6;47
"1866";"Hard Men";1996;86;NA;5,2;156
"1867";"Hard Rain";1998;97;70000000;5,5;6161
"1868";"Hard Time";1996;91;NA;4,4;16
"1869";"Hard Word, The";2002;102;NA;6,1;813
"1870";"Hardball";1997;92;NA;4,8;58
"1871";"Hardware";1990;93;1500000;5,2;1323
"1872";"Harlem Aria";1999;100;NA;4,6;44
"1873";"Harold & Kumar Go to White Castle";2004;90;9000000;7,1;8376
"1874";"Harriet the Spy";1996;100;13000000;5,8;845
"1875";"Harrison's Flowers";2000;121;NA;7,2;1236
"1876";"Harry Potter and the Chamber of Secrets";2002;152;100000000;7,3;38394
"1877";"Harry Potter and the Prisoner of Azkaban";2004;141;130000000;7,8;24973
"1878";"Harry Potter and the Sorcerer's Stone";2001;152;130000000;7,2;46741
"1879";"Harry, un ami qui vous veut du bien";2000;117;NA;7,2;2838
"1880";"Hart's War";2002;125;70000000;6,2;6368
"1881";"Harvard Man";2001;99;5500000;4,9;1157
"1882";"Harvest";1998;96;NA;4,5;140
"1883";"Haunted";1995;108;NA;6,1;1035
"1884";"Haunted Castle";2001;38;NA;5;135
"1885";"Haunted Mansion, The";2003;87;90000000;5;3341
"1886";"Haunted Sea";1997;73;NA;2,2;87
"1887";"Haunting of Hell House, The";1999;90;NA;4;180
"1888";"Haunting, The";1999;112;80000000;4,6;14425
"1889";"Hauru no ugoku shiro";2004;119;NA;8;889
"1890";"Haute tension";2003;85;NA;6,8;1484
"1891";"Hav Plenty";1997;84;650000;5,3;256
"1892";"Hawk's Vengeance";1996;92;NA;4,5;29
"1893";"He Got Game";1998;137;25000000;6,6;4198
"1894";"He ni zai yi qi";2002;117;NA;7,3;807
"1895";"Head Over Heels";2001;86;14000000;4,9;2632
"1896";"Head in the Clouds";2004;132;NA;5,7;601
"1897";"Head of State";2003;95;NA;5,1;2960
"1898";"Head of the Family";1996;79;NA;4,1;212
"1899";"Heart Is Deceitful Above All Things, The";2004;97;NA;6,1;214
"1900";"Heart of America";2003;87;3000000;6,1;204
"1901";"Heart of Me, The";2002;96;7000000;6,2;336
"1902";"Heart to Heart.com";1999;90;NA;4;15
"1903";"Heartbreakers";2001;110;40000000;6,2;8037
"1904";"Heartlands";2002;90;NA;6,2;119
"1905";"Hearts and Minds";1996;113;NA;8;522
"1906";"Hearts in Atlantis";2001;101;31000000;6,7;6577
"1907";"Heat";1995;188;60000000;7,9;44588
"1908";"Heaven";2002;96;11000000;7,3;3857
"1909";"Heaven Before I Die";1997;95;NA;2,8;15
"1910";"Heaven's Burning";1997;100;NA;5,5;507
"1911";"Heaven's Prisoners";1996;132;25000000;5,4;1405
"1912";"Heavenly Creatures";1994;108;5000000;7,7;11453
"1913";"Heavy";1995;105;NA;7,1;1304
"1914";"Heavy Metal 2000";2000;88;15000000;5,1;1148
"1915";"Hebrew Hammer, The";2003;87;NA;6,3;810
"1916";"Hedwig and the Angry Inch";2001;93;6000000;7,7;6072
"1917";"Heights";2005;93;NA;4;78
"1918";"Heisei tanuki gassen pompoko";1994;119;NA;7,8;494
"1919";"Held Up";1999;89;8000000;4,6;555
"1920";"Helix... Loaded, The";2005;97;1000000;2,3;33
"1921";"Hell Mountain";1998;94;NA;3,7;45
"1922";"Hell's Belles";1970;95;NA;5;32
"1923";"Hellborn";2003;90;NA;4,1;106
"1924";"Hellboy";2004;132;66000000;6,7;15565
"1925";"Hellbreeder";2003;85;NA;3,2;105
"1926";"Hellraiser: Bloodline";1996;86;4000000;4,2;2041
"1927";"Henry Fool";1997;137;NA;7,2;2050
"1928";"Henry V";1989;137;9000000;7,9;8241
"1929";"Henry: Portrait of a Serial Killer, Part 2";1998;84;NA;4,7;161
"1930";"Her Majesty";2001;105;NA;8,1;70
"1931";"Here on Earth";2000;93;15000000;4,8;2187
"1932";"Herman U.S.A.";2001;92;NA;5,6;45
"1933";"Hey Arnold! The Movie";2002;76;10000000;4,8;425
"1934";"Hi-Life";1998;82;NA;5,7;250
"1935";"Hi-Line, The";1999;95;NA;5,9;166
"1936";"Hi-Lo Country, The";1998;114;NA;6;1089
"1937";"Hidalgo";2004;136;78000000;6,6;7328
"1938";"Hidden Agenda";1998;95;NA;4,9;128
"1939";"Hidden Agenda";2001;98;5000000;4,2;266
"1940";"Hidden Assassin";1995;89;11000000;4,4;245
"1941";"Hidden Beauties";1999;77;NA;3,8;59
"1942";"Hidden Passion";2000;93;NA;2;28
"1943";"Hide and Seek";2005;101;30000000;5,2;3784
"1944";"Hideous Kinky";1998;98;12000000;6,1;1615
"1945";"Hideous!";1997;82;NA;3,3;131
"1946";"High Art";1998;87;NA;6,8;2067
"1947";"High Crimes";2002;115;42000000;6,1;6043
"1948";"High Fidelity";2000;113;20000000;7,6;29704
"1949";"High Heels and Low Lifes";2001;86;NA;6,1;981
"1950";"High School High";1996;86;NA;4,9;2336
"1951";"High Strung";1991;93;300000;6,2;391
"1952";"High Times Potluck";2002;90;NA;3,5;77
"1953";"High Voltage";1997;95;NA;4,5;94
"1954";"Highlander";1986;116;16000000;7,1;18146
"1955";"Highlander II: The Quickening";1991;92;30000000;3,4;9264
"1956";"Highlander III: The Sorcerer";1994;102;26000000;3,7;3388
"1957";"Highlander: Endgame";2000;101;15000000;4,4;3773
"1958";"Highwayman, The";2000;94;NA;3,5;96
"1959";"Highwaymen";2003;80;NA;5,6;954
"1960";"Hija del canibal, La";2003;110;NA;6,5;243
"1961";"Hijack";1999;94;NA;3,5;62
"1962";"Hijo de la novia, El";2001;123;NA;7,7;1933
"1963";"Hilary and Jackie";1998;121;NA;7,4;2745
"1964";"Hildegarde";2001;85;NA;4,3;47
"1965";"Hillz, The";2004;91;100000;3,1;80
"1966";"Hindsight";1996;92;NA;3,5;31
"1967";"HipHopBattle.com: Hip Hop 4 Life";2001;98;12000;5,7;15
"1968";"Hired Hand, The";1971;90;NA;6,5;233
"1969";"Histoire d'O";1975;97;NA;5,3;592
"1970";"History Is Made at Night";1999;95;NA;4,4;285
"1971";"Hit Me";1996;125;NA;5,8;142
"1972";"Hit and Runway";1999;108;1200000;6,7;189
"1973";"Hitch";2004;12;NA;6,9;15
"1974";"Hitchhiker's Guide to the Galaxy, The";2005;110;50000000;6,9;7644
"1975";"Hitman's Run";1999;91;NA;4,2;177
"1976";"Hole, The";2001;102;NA;6,5;4927
"1977";"Holes";2003;117;30000000;7,2;5235
"1978";"Hollow Man";2000;112;95000000;5,3;16168
"1979";"Hollow Point";1995;102;NA;5,3;402
"1980";"Hollow Reed";1996;104;NA;7,4;412
"1981";"Hollywood Dreams Take 2";1995;81;NA;1;10
"1982";"Hollywood Ending";2002;112;16000000;6,3;3673
"1983";"Hollywood Homicide";2003;116;75000000;5,2;5312
"1984";"Hollywood North";2003;89;7000000;5,7;114
"1985";"Hollywood Sign, The";2001;90;12000000;5,3;196
